Symbol;Year;stockPrice;Sector;numberOfShares;cashAndCashEquivalents;shortTermInvestments;netReceivables;inventory;otherCurrentAssets;propertyPlantEquipmentNet;goodwill;intangibleAssets;longTermInvestments;otherNonCurrentAssets;accountPayables;shortTermDebt;longTermDebt;deferredRevenueNonCurrent;taxPayables;deferredRevenue;otherCurrentLiabilities;deferredTaxLiabilitiesNonCurrent;otherLiabilities;capitalLeaseObligations;preferredStock;commonStock;accumulatedOtherComprehensiveIncomeLoss;othertotalStockholdersEquity;revenue;costOfRevenue;researchAndDevelopmentExpenses;generalAndAdministrativeExpenses;sellingAndMarketingExpenses;sellingGeneralAndAdministrativeExpenses;operatingExpenses;costAndExpenses;interestIncome;depreciationAndAmortization;operatingIncome;operatingIncomeRatio;ebitdaratio;incomeBeforeTaxRatio;netIncomeRatio;epsdiluted;Column1
ADP;2013;60,9745;1;482700000;1699100000;28000000;1598300000;0;22875600000;728000000;3052600000;643200000;314000000;1329300000;157300000;245900000;14700000;493200000;39500000;316400000;23973700000;234400000;0;0;0;63900000;15400000;-6909700000;11310100000;6649600000;0;2620600000;0;2620600000;2620600000;9270200000;64500000;9100000;317000000;1619000000;0,143146391;0,216806217;0,184286611;0,124295983;2,89
ADP;2012;48,8674;1;487300000;1548100000;30400000;1399300000;0;22177800000;706000000;3155300000;711200000;86900000;1000500000;167700000;0;16800000;468100000;39300000;334100000;22698300000;391300000;0;0;0;63900000;230200000;-6618400000;10665200000;6240000000;0;2466200000;0;2466200000;2466200000;8706200000;85200000;7700000;323300000;1465700000;0,137428271;0,230009751;0,198974234;0,130189776;2,82
AAP;2018;155,46;6;73728000;896527000;0;624972000;4362547000;198408000;1368985000;990237000;550593000;0;48379000;3172790000;0;1045720000;0;119203000;0;593957000;318353000;0;0;0;8000;-44193000;268843000;9580554000;5361141000;0;0;0;3615138000;3615138000;8976279000;0;56588000;238184000;604275000;0,063073075;0,088725141;0,0579574;0,044240344;5,73
AAP;2017;99,69;6;73846000;546937000;0;606357000;4168492000;105106000;1394138000;994293000;597674000;0;69304000;2894582000;0;1044327000;0;112930000;0;472585000;303620000;0;0;0;8000;-24954000;520046000;9373784000;5288735000;0;0;0;3514837000;3514837000;8803572000;0;58801000;249260000;570212000;0,060830503;0,088365595;0,055501492;0,050727113;6,42
AAP;2016;169,12;6;73562000;135178000;0;641252000;4325868000;70466000;1446340000;990877000;640903000;0;64149000;3086177000;306000;1042949000;0;121860000;0;467703000;454282000;0;0;0;8000;-39701000;492950000;9567679000;5311764000;0;0;0;3468317000;3468317000;8780081000;0;59910000;258387000;787598000;0,082318606;0,110489911;0,077221968;0,048039028;6,2
AAP;2015;150,51;6;73190000;90782000;0;597788000;4174768000;77408000;1434577000;989484000;687125000;0;82633000;3203922000;598000;1213161000;0;96098000;0;496859000;433925000;0;0;0;7000;-44059000;483623000;9737018000;5314246000;0;0;0;3596992000;3596992000;8911238000;0;65408000;269476000;825780000;0,084808306;0,111715106;0,077322236;0,048618376;6,4
AAP;2014;159,28;6;72932000;104671000;0;579825000;3936955000;119589000;1432030000;995426000;748125000;0;45737000;3095365000;582000;1636311000;0;87473000;0;559646000;360903000;0;0;0;7000;-12337000;449901000;9843861000;5390248000;0;0;0;3601903000;3601903000;8992151000;0;73408000;284693000;851710000;0,086521945;0,115756917;0,079378813;0,050165784;6,71
AAP;2013;109,92;6;72930000;1112471000;0;277595000;2556557000;42761000;1283970000;199835000;49872000;0;41713000;2180614000;916000;1052668000;0;82179000;0;501076000;91957000;0;0;0;7000;3683000;423403000;6493814000;3241668000;0;0;0;2591828000;2591828000;5833496000;0;36618000;207795000;660318000;0,101684157;0,134098544;0,096460724;0,060327875;5,32
AAP;2012;71,51;6;73091000;598111000;0;229866000;2308609000;47614000;1291759000;76389000;28845000;0;32621000;2029814000;627000;604461000;0;73158000;0;456039000;100235000;0;0;0;7000;2667000;493120000;6205003000;3106967000;0;0;0;2440721000;2440721000;5547688000;0;33841000;189544000;657315000;0,105933067;0,136576727;0,100575938;0,062477004;5,22
AES;2018;14,46;7;660989011;1166000000;313000000;1595000000;577000000;1364000000;21396000000;1059000000;436000000;1114000000;3404000000;1329000000;1659000000;17636000000;0;250000000;0;1411000000;1280000000;0;0;0;8000000;-2071000000;6276000000;10736000000;8163000000;0;192000000;0;192000000;199000000;8362000000;310000000;1056000000;1003000000;2374000000;0,221125186;0,369783905;0,187965723;0,112052906;1,81
AES;2017;10,83;7;660000000;949000000;424000000;1463000000;562000000;3000000000;20296000000;1059000000;366000000;1197000000;3666000000;1371000000;2164000000;17801000000;0;0;0;2493000000;1006000000;0;0;0;8000000;-1876000000;6609000000;10530000000;8066000000;0;215000000;0;215000000;215000000;8281000000;244000000;1170000000;1169000000;2249000000;0,213580247;0,205887939;0,073219373;-0,11025641;-1,76
AES;2016;11,62;7;656976744;1305000000;798000000;2166000000;630000000;1512000000;22847000000;1157000000;359000000;621000000;3943000000;1656000000;1303000000;19160000000;0;0;0;2313000000;804000000;0;0;0;8000000;-2756000000;6688000000;13586000000;11153000000;0;194000000;0;194000000;246000000;11399000000;464000000;1431000000;1176000000;2187000000;0,160974533;0,094877079;0,01008391;-0,083173855;-1,72
AES;2015;9,57;7;680000000;1262000000;484000000;2473000000;675000000;1972000000;22816000000;1157000000;214000000;610000000;4644000000;1721000000;2529000000;18278000000;0;0;0;2700000000;1090000000;0;0;0;8000000;-3883000000;6881000000;14963000000;12097000000;0;196000000;0;196000000;196000000;12293000000;524000000;1436000000;1144000000;2670000000;0,178440152;0,223952416;0,074984963;0,020450444;0,44
AES;2014;13,77;7;718691589;1539000000;709000000;2709000000;702000000;2167000000;25151000000;1458000000;281000000;537000000;3051000000;2278000000;2133000000;18725000000;0;0;0;2586000000;1277000000;0;0;0;8000000;-3286000000;7038000000;17146000000;14058000000;0;187000000;0;187000000;187000000;14245000000;365000000;1471000000;1245000000;2901000000;0,169193981;0,22769159;0,091916482;0,044850111;1,06
AES;2013;14,51;7;743000000;1642000000;668000000;2363000000;684000000;2382000000;25112000000;1622000000;297000000;1010000000;3965000000;2259000000;2180000000;18869000000;0;0;0;3214000000;1119000000;0;0;0;8000000;-2882000000;7354000000;15891000000;12644000000;0;220000000;0;220000000;220000000;12864000000;275000000;1482000000;1294000000;3027000000;0,19048518;0,203448493;0,065949279;0,007173872;0,15
AES;2012;10,7;7;755000000;1970000000;696000000;2712000000;769000000;2318000000;25913000000;1999000000;429000000;1196000000;2832000000;2638000000;2854000000;18519000000;0;0;0;2827000000;1238000000;0;0;0;8000000;-2920000000;7745000000;18141000000;14427000000;0;301000000;0;301000000;301000000;14728000000;349000000;1572000000;1394000000;3413000000;0,188137368;0,152251805;0,017308858;-0,050272863;-1,21
AFL;2018;45,56;8;769588000;4337000000;82895000000;851000000;0;0;443000000;0;0;1,142E+11;0;0;0;5778000000;0;4020000000;0;0;0;1,16944E+11;13000000;0;135000000;2151000000;-10612000000;21689000000;0;0;0;0;0;0;17706000000;0;222000000;0;0;0;0,193877081;0,183641477;0,134630458;3,77
AFL;2017;43,89;8;792042000;3491000000;85336000000;827000000;0;0;434000000;0;0;1,16766E+11;0;0;0;5289000000;0;4745000000;0;0;0;1,12619E+11;22000000;0;67000000;4028000000;-9392000000;21600000000;0;0;0;0;0;0;17582000000;0;240000000;0;0;0;0,19712963;0,186018519;0,213148148;5,48
AFL;2016;34,8;8;822942000;4859000000;76702000000;669000000;0;0;433000000;0;0;1,10052E+11;0;0;0;5360000000;0;5387000000;0;0;0;1,09337E+11;21000000;0;67000000;2630000000;-8196000000;22380000000;0;0;0;0;0;0;18313000000;0;268000000;0;0;0;0,193699732;0,181724754;0,118811439;3,21
AFL;2015;29,95;8;861308000;4350000000;67794000000;705000000;0;0;427000000;0;0;1,01253E+11;0;0;0;5011000000;0;4340000000;0;0;0;1,00588E+11;20000000;0;67000000;625000000;-6991000000;20845000000;0;0;0;0;0;0;16983000000;0;289000000;0;0;0;0,199136484;0,185272248;0,121515951;2,925
AFL;2014;30,545;8;902408000;4658000000;68270000000;842000000;0;0;429000000;0;0;1,02512E+11;0;0;300000000;4982000000;0;5293000000;0;0;0;1,0142E+11;14000000;0;67000000;1979000000;-5855000000;22606000000;0;0;0;0;0;0;18115000000;0;317000000;0;0;0;0,212686897;0,198664071;0,130540564;3,25
AFL;2013;33,4;8;929004000;2543000000;61038000000;1165000000;0;0;481000000;0;0;1,05453E+11;0;0;0;4897000000;0;3718000000;0;0;0;1,06687E+11;6000000;0;67000000;-563000000;-4769000000;23827000000;0;0;0;0;0;0;19011000000;0;293000000;0;0;0;0,214420615;0,202123641;0,132538717;3,38
AFL;2012;26,56;8;933736000;2041000000;61578000000;976000000;0;0;564000000;0;0;1,16004E+11;0;0;0;4352000000;0;3858000000;0;0;0;1,15116E+11;9000000;0;67000000;2715000000;-4191000000;25272000000;0;0;0;0;0;0;20970000000;0;261000000;0;0;0;0,180555556;0,17022792;0,113406141;3,055
A;2018;64,79;2;321000000;2247000000;0;776000000;638000000;187000000;822000000;2973000000;491000000;68000000;339000000;340000000;0;1799000000;0;0;324000000;507000000;0;0;0;0;3000000;-408000000;5308000000;4914000000;2227000000;385000000;1374000000;0;1374000000;1759000000;3986000000;38000000;75000000;210000000;928000000;0,188848189;0,250508751;0,192511193;0,064306064;0,97
A;2017;68,03;2;322000000;2678000000;0;724000000;575000000;192000000;757000000;2607000000;361000000;138000000;394000000;305000000;210000000;1801000000;0;0;291000000;457000000;0;0;0;0;3000000;-346000000;5300000000;4472000000;2063000000;339000000;1229000000;0;1229000000;1568000000;3631000000;22000000;79000000;212000000;841000000;0,188059034;0,244633274;0,179561717;0,152951699;2,1
A;2016;43,57;2;326000000;2289000000;0;631000000;533000000;182000000;639000000;2517000000;408000000;135000000;468000000;257000000;0;1912000000;0;0;269000000;419000000;0;0;0;0;6000000;-503000000;-1349000000;4202000000;2005000000;329000000;1253000000;0;1253000000;1582000000;3587000000;11000000;72000000;246000000;615000000;0,146358877;0,205140409;0,129462161;0,109947644;1,4
A;2015;37,76;2;333000000;2003000000;0;606000000;541000000;536000000;604000000;2366000000;445000000;86000000;292000000;279000000;0;1655000000;0;0;258000000;439000000;0;0;0;0;6000000;-391000000;-1029000000;4038000000;1997000000;330000000;1189000000;0;1189000000;1519000000;3516000000;7000000;66000000;253000000;522000000;0,129271917;0,188707281;0,118870728;0,099306587;1,19
A;2014;39,5422;2;333000000;3028000000;0;983000000;1072000000;417000000;1101000000;2899000000;667000000;159000000;505000000;475000000;0;2762000000;0;0;435000000;792000000;0;0;0;0;6000000;-334000000;-840000000;6981000000;3388000000;719000000;2043000000;0;2043000000;2762000000;6150000000;9000000;113000000;384000000;831000000;0,119037387;0,163730125;0,092536886;0,07219596;1,47
A;2013;36,309;2;341000000;2675000000;0;899000000;1066000000;343000000;1134000000;3047000000;916000000;139000000;467000000;432000000;0;2699000000;0;0;439000000;731000000;0;0;0;0;6000000;91000000;-884000000;6782000000;3247000000;704000000;1880000000;0;1880000000;2584000000;5831000000;7000000;107000000;372000000;951000000;0,140224123;0,197286936;0,126658803;0,10675317;2,1
A;2012;25,7439;2;348000000;2351000000;0;923000000;1014000000;341000000;1164000000;3025000000;1086000000;109000000;523000000;461000000;250000000;2112000000;0;0;420000000;762000000;0;0;0;0;6000000;-111000000;-218000000;6858000000;3254000000;668000000;1817000000;0;1817000000;2485000000;5739000000;9000000;101000000;301000000;1119000000;0,163167104;0,210702829;0,152085156;0,168124818;3,27
APD;2018;169,43;9;219300000;2791300000;184700000;1515800000;396100000;194300000;9923700000;788900000;438500000;1277200000;1546400000;594600000;460900000;3351700000;58200000;59600000;156600000;1066600000;775100000;0;0;0;249400000;-1741900000;-1059900000;8930200000;6189500000;64500000;760800000;0;760800000;778100000;6967600000;0;130500000;970700000;1965600000;0,220107052;0,349745806;0,225638843;0,167723007;6,78
APD;2017;151,22;9;218000000;3273600000;404000000;1540100000;335400000;323600000;8440200000;721500000;368300000;1286900000;1599100000;659500000;560400000;3402400000;39000000;98600000;438900000;731600000;778400000;0;0;0;249400000;-1847400000;-1162400000;8187600000;5753400000;57800000;726100000;0;726100000;693000000;6446400000;1500000;120600000;865800000;1427600000;0,174361229;0,518796717;0,172956666;0,366456593;13,65
APD;2016;150,34;9;216400000;1501300000;0;1807200000;619900000;388900000;8852700000;1150200000;488000000;1288100000;1766300000;676100000;1307100000;4918100000;43800000;146600000;376100000;777400000;767100000;0;0;0;249400000;-2388300000;-1257000000;9524400000;6402700000;132000000;855700000;0;855700000;940100000;7342800000;6200000;115500000;925900000;2106000000;0,221116291;0,237180295;0,22386712;0,066261392;2,89
APD;2015;127,58;9;214900000;206400000;0;1770400000;657800000;276200000;9636900000;1131300000;508300000;1265700000;1916100000;638900000;1929900000;3949100000;135100000;55800000;195300000;828200000;903300000;0;0;0;249400000;-2125900000;-1454900000;9894900000;6944100000;138800000;962900000;0;962900000;1073800000;8017900000;4600000;103500000;936400000;1699100000;0,171714722;0,276273636;0,17519126;0,129147339;5,88
APD;2014;130,18;9;212700000;336600000;0;1909200000;706000000;343000000;9532100000;1237300000;615800000;1257900000;1784600000;740600000;1294000000;4824500000;57600000;78000000;172100000;678300000;995500000;0;0;0;249400000;-1241900000;-1634900000;10439000000;7634600000;141400000;1064800000;0;1064800000;1164800000;8799400000;9400000;125100000;956900000;1328200000;0,127234409;0,233710125;0,129753808;0,094999521;4,61
APD;2013;106,57;9;209700000;450400000;0;1967900000;706100000;314700000;8974000000;1653800000;717300000;1195500000;1817300000;1025500000;1217300000;5056300000;31000000;63000000;162700000;759100000;827200000;0;0;0;249400000;-1020600000;-1833100000;10180400000;7472100000;133700000;1088800000;0;1088800000;1175500000;8647600000;6400000;141800000;907000000;1324400000;0,13009312;0,230924129;0,132647047;0,097658245;4,68
APD;2012;82,85;9;211200000;454400000;0;1923800000;786600000;251000000;8240600000;1598400000;761600000;1175700000;1676000000;1004900000;707700000;4584200000;32700000;48500000;155000000;773800000;670800000;0;0;0;249400000;-1348800000;-1657900000;9611700000;7051900000;126400000;946800000;0;946800000;1041000000;8092900000;5400000;123700000;840800000;1282400000;0,133420727;0,251682845;0,136552327;0,121445738;5,44
AKAM;2018;61,08;3;167311999;1036455000;855650000;479889000;0;163360000;910618000;1487404000;168348000;209066000;116067000;99089000;686552000;874080000;4557000;59578000;69083000;296407000;19624000;0;0;0;1629000;-48912000;3670033000;2714474000;953485000;246165000;465422000;517353000;982775000;1344937000;2298422000;26940000;43202000;434520000;362499000;0,133542999;0,302383077;0,126392443;0,10991927;1,76
AKAM;2017;65,04;3;171558999;313382000;398554000;459127000;0;137809000;862535000;1498688000;201259000;567592000;112829000;80278000;0;662913000;6839000;47584000;77705000;258337000;15510000;0;0;0;1699000;-21930000;4073362000;2502996000;875758000;222434000;406455000;493632000;900087000;1232762000;2108520000;17855000;18839000;372313000;316219000;0,126336199;0,282570967;0,126297445;0,087223871;1,26
AKAM;2016;66,68;3;174916999;324169000;512849000;368596000;0;104303000;801017000;1228503000;149463000;779311000;95953000;76120000;0;640087000;3758000;52959000;52972000;192537000;11652000;0;0;0;1733000;-56222000;4239588000;2340049000;809001000;167628000;371873000;426967000;798840000;1060125000;1869126000;14702000;18638000;334302000;459594000;0,19640358;0,347166235;0,196340333;0,135096316;1,79
AKAM;2015;52,63;3;178390999;289473000;460088000;380399000;0;123228000;753180000;1150244000;156095000;774674000;95844000;61982000;0;624288000;4163000;47364000;54154000;168940000;12888000;0;0;0;1772000;-41453000;4437420000;2197448000;725620000;148591000;330230000;440988000;771218000;1003155000;1728775000;11200000;16681000;299563000;466150000;0,212132437;0,351711622;0,207797409;0,146263302;1,78
AKAM;2014;62,96;3;178278999;238650000;519642000;329578000;0;174685000;601591000;1051294000;132412000;869992000;81747000;77412000;0;604851000;3829000;40411000;49679000;166509000;39299000;0;0;0;1783000;-17611000;4559430000;1963874000;610943000;125286000;280652000;379035000;659687000;858312000;1469255000;7680000;13932000;247406000;489519000;0,249261918;0,377373497;0,244300805;0,170045532;1,84
AKAM;2013;47,18;3;178195999;333891000;340005000;271988000;0;83830000;450287000;757368000;77429000;573026000;67536000;73710000;0;0;3199000;32503000;36952000;120001000;4737000;0;0;0;1808000;-2091000;4561929000;1577922000;511087000;93879000;225910000;280380000;506290000;649182000;1160269000;6077000;0;184431000;413968000;0,262350103;0,382772406;0,265890202;0,185995886;1,61
AKAM;2012;40,91;3;177899999;201989000;235592000;218777000;0;72026000;345091000;731325000;84554000;657659000;39811000;43291000;0;0;2565000;22093000;26291000;111269000;0;0;0;0;2015000;-1640000;4571081000;1373947000;431900000;74744000;227033000;304404000;531437000;627143000;1059043000;6412000;0;204163000;314487000;0,228893109;0,382659593;0,234063614;0,148469337;1,12
ALK;2018;60,85;1;123230000;105000000;1131000000;366000000;60000000;125000000;6781000000;1943000000;127000000;0;274000000;132000000;486000000;1617000000;1169000000;0;1493000000;831000000;512000000;0;0;0;1000000;-448000000;-336000000;8264000000;6591000000;0;0;326000000;326000000;898000000;7489000000;38000000;73000000;398000000;643000000;0,077807357;0,127783156;0,070788964;0,052879961;3,52
ALK;2017;73,51;1;123060638;194000000;1427000000;341000000;57000000;127000000;6284000000;1943000000;133000000;0;234000000;120000000;307000000;2262000000;699000000;0;937000000;1336000000;454000000;0;0;0;1000000;-380000000;-354000000;7933000000;5633000000;0;0;357000000;357000000;922000000;6555000000;34000000;86000000;372000000;1260000000;0,158830203;0,209882768;0,15214925;0,130341611;7,75
ALK;2016;88,73;1;123557000;328000000;1252000000;302000000;47000000;121000000;5666000000;1934000000;143000000;0;169000000;92000000;319000000;2645000000;640000000;0;849000000;1275000000;463000000;0;0;0;1000000;-305000000;-333000000;5931000000;3875000000;0;0;225000000;225000000;590000000;4465000000;27000000;30000000;363000000;1349000000;0,227448997;0,293036587;0,226774574;0,137244984;6,54
ALK;2015;80,51;1;128373000;73000000;1255000000;212000000;51000000;72000000;4802000000;0;0;0;68000000;63000000;115000000;571000000;431000000;0;669000000;959000000;682000000;0;0;0;1000000;-303000000;-177000000;5598000000;3701000000;0;0;211000000;211000000;567000000;4268000000;21000000;8000000;320000000;1298000000;0,231868524;0,292961772;0,234369418;0,151482672;6,56
ALK;2014;59,76;1;135445000;107000000;1110000000;259000000;58000000;222000000;4299000000;0;0;0;126000000;62000000;117000000;686000000;374000000;0;631000000;861000000;750000000;0;0;0;1000000;-310000000;292000000;5368000000;3929000000;0;0;199000000;199000000;507000000;4436000000;21000000;28000000;294000000;962000000;0,179210134;0,24161699;0,181631893;0,112704918;4,42
ALK;2013;36,685;1;139910000;80000000;1250000000;152000000;60000000;220000000;3893000000;0;0;0;183000000;64000000;117000000;754000000;335000000;0;564000000;835000000;709000000;0;0;0;69000000;-183000000;536000000;5156000000;3861000000;0;0;179000000;179000000;457000000;4318000000;18000000;35000000;270000000;838000000;0,162529092;0,217416602;0,158262219;0,098525989;3,58
ALK;2012;21,545;1;141416000;122000000;1130000000;130000000;58000000;297000000;3609000000;0;0;0;159000000;65000000;161000000;871000000;443000000;0;534000000;741000000;446000000;0;0;0;70000000;-436000000;660000000;4657000000;3709000000;0;0;168000000;168000000;416000000;4125000000;19000000;46000000;264000000;532000000;0,114236633;0,176937943;0,110371484;0,067854842;2,2
ALB;2018;77,07;9;108427000;555320000;0;697887000;700540000;44674000;3021084000;1567169000;386143000;528722000;63106000;522516000;307294000;1397916000;0;60871000;0;353363000;382982000;0;0;0;1056000;-350682000;1368897000;3374950000;2157694000;70054000;0;0;446090000;516144000;2673838000;0;52405000;200698000;911540000;0,270089927;0,323409532;0,235470451;0,205502896;6,34
ALB;2017;127,89;9;110914000;1137303000;0;619393000;592781000;128086000;2493310000;1610355000;421503000;534064000;188869000;418537000;422012000;1415360000;0;54937000;0;360376000;370389000;0;0;0;1105000;-225668000;1863949000;3071976000;1961996000;84330000;0;0;437901000;522231000;2484227000;0;115350000;196928000;587749000;0,191326039;0,260075274;0,145443194;0,017854957;0,49
ALB;2016;86,08;9;112379000;2269756000;0;543105000;450263000;43494000;2360140000;1540032000;354564000;457533000;81188000;281874000;247544000;2121718000;0;254416000;0;610685000;412739000;0;0;0;1125000;-412412000;2084418000;2677203000;1706627000;80475000;0;0;380464000;460939000;2167566000;0;65181000;226169000;574551000;0,214608679;0,385210983;0,192463552;0,240428163;5,68
